sad,悲哀的；难过的；显得悲哀的；令人悲哀的;悲伤的；伤心；忧愁的
brief,短时间的；短暂的；简洁的；简单的;任务简介；指示；向出庭律师提供的诉讼摘要；委托辩护;给某人指示；向某人介绍情况；向出庭律师提供诉讼摘要;简短的；简报
housing,住宅；套；住房供给;的现在分词;外壳；房屋；壳体
post,邮政；桩；岗位；职位;寄；邮寄；发布；张贴;〈外〉在后；用急件驿马；赶紧地;开机自检；邮件；加电自检
purchase,购买；采购；购买的东西；购买项目;购买；采购;进货；购置；购买的物品
existing,现存的；现行的;的现在分词;现有的；目前的；存在
dark,黑暗的；昏暗的；阴暗的；深色的;黑暗；暗处；暗色；阴影;黑色；黑色的
steel,钢；钢铁工业；钢制磨刀棒；兵器;搀有钢的；钢一样的；坚硬的；钢铁业的;准备对付；下决心应付;钢材；锻钢；魔鬼任务
regarding,关于；至于;的现在分词;就；关於；对于
shout,叫；喊叫；嚷；呼叫;喊叫声；轮到某人请客喝饮料;呼喊；叫喊；大叫
remaining,仍需做的；还需处理的;的现在分词;剩余的；剩下的；遗留的
visual,视力的；视觉的;视觉资料指说明性的图片影片等;看得见的；可视化；看的
fairly,公正地；相当地；一定地；公平合理地;公平地；正当地；完全
chip,打破；弄缺；被损坏；切下;木头玻璃等的缺口；木头玻璃等破损后留下的碎屑;雀栗鼠等唧唧叫的;芯片；晶片；碎片
violent,暴力的；强暴的；感情强烈的；激情的;猛烈的；激烈的；狂暴的
silent,不说话的；沉默的；很少说话的；不爱说话的;无声的；寂静；寂静的
suppose,假设；假定；设想；料想;猜想；认为；推测
self,自我；本人；本来面目；个性;纯净的；一样的；单一的；颜色等同一的;使近亲繁殖；使同种繁殖；植使自花受精；植自花受精;自己；自身；自性
bike,自行车；脚踏车；摩托车;骑车；骑自行车或摩托车；骑摩托车递送;单车；骑脚踏车；战斗摩托
tea,茶；茶叶；茶水；一杯茶;吃午后茶点；拿出午后茶点；请客人喝茶;三乙胺；三乙醇胺；茶树
perceive,认为；意识到；注意到；察觉到;感知；理解；感觉
comparison,比较；对比；相比;对照；比喻；比拟
settlement,解决；结算；处理；移民;和解；清算；居民点
layer,层；层次；表层；阶层;把分层堆放;图层；图层操作；一层
planning,计划制订；规划过程;的现在分词;计画；策划；企划
far,远；远远；大大；久;较远的；远端的；远方的；遥远的;非常；久远的
description,说明；形容；描写文字；类型;描述；商品描述；产品描述
later,晚；后期；迟；迟到;晚；迟；晚期；新近;后来；以后；稍后
slow,慢；缓慢的；迟缓的；耗时的;减缓;缓慢地；慢速地;减速
slide,降低；跌落；衰落；滑动;使滑行；使快捷而悄声地移动；逐渐降低；贬值;滑动的；不稳定的;幻灯片；滑梯；滑落
widely,广泛地；普遍地；大量地；很大程度上;广泛的；大大地
wedding,婚礼；婚宴；结婚纪念日；结合;婚纱摄影；你的婚礼；结婚典礼
inform,通知；通告；知会；了解;无形状的;告诉；告知；报告
portion,部分；食物的一份；分享的部分；分担的责任;把分成若干份或部分;一部分；分配；客
territory,领土；领地；地盘；版图;领域；地域；地区
immediate,立即的；立刻的；目前的；当前的;直接的；即时；即刻的
opponent,对手；竞争者；反对者；阻止者;反对的;敌手；对立的；比洞赛中的对手
abandon,放弃；抛弃；废弃；遗弃;放肆；狂热；任性；恣意任性;丢弃；舍弃；离弃
link,链接；连接；联系；纽带;联系；把物体机器地方等连接起来；相关联;连结；友情链接；链路
mass,质量；群众；大量；块;聚集；集结;大批的；数量极多的；广泛的;弥撒；大众；团
lake,湖；湖泊;血球溶解；使血液发生血球溶解;胭脂红；湖水；莱克
transform,使改变形态；使改变外观或性质；使改观;数变换式；化反式;转换；转化；转变变革
tension,张力；拉伸；矛盾；紧张局势或关系状况;绷紧;拉力；压力；拉紧
display,显示；展示；陈列；展出;展示；陈列；表现；展览;显示器；显示屏；显示方式
leading,最重要的；一流的；赛跑或比赛中领先的;行距相邻两个文本行之间的距离;的现在分词;领导；主要的；领导的
bother,打扰；花费时间精力做某事；使某人烦恼或担忧不安;麻烦；困难；令人烦恼的情况或事物人;表示对某事或某人烦恼;烦扰；打搅；费心
consist,与一致；并存；共存；由组成;构成；包含；存在于
alcohol,酒精；乙醇；含酒精饮料;酒精度；含酒精的饮料；酒类
enable,使能够；使有机会；使成为可能；使可行;启用；启动；允许
bend,弯曲；使倾斜；使四肢等弯曲；把弄弯或折起;弯道；潜水员过快浮出水面造成的减压病;弯管；使弯曲；屈服
saving,节约；节省；存款；节省物;可取的；保存的；俭约的；补偿的;除以外;的现在分词;储蓄；搭救；储存
gain,获得；增加；赢得；取得;增加；利益；好处；利润;增益；得到；收益
desert,沙漠；荒漠；荒原;抛弃；放弃；开小差；废弃;不毛的；沙漠的；无人的;遗弃；舍弃；擅离
shall,将；要；会；就;应该；将会；表示提出或征求意见;将要；必须
error,错误；差错；谬误;误差；过失；出错
release,释放；发布；发行；排放;释放；发布；公布；放松;版本；发表；放行
cop,遭受；忍受；注意到;警察;性能系数；能效比；缔约方大会
Arab,阿拉伯的；阿拉伯人的；阿拉伯语的;阿拉伯人；动阿拉伯马;沙地阿拉伯；阿拉伯香水街；迪拜阿联酋
double,两倍；两倍数；两倍量；一杯双份的烈酒;折叠；使加倍；是的两倍；把对折;两倍的；加倍的；双的；成双的;两倍的；双倍的；双双地；成对地;双精度；双精度型；双精度浮点数
walk,走；步行；行走；散步;步行；行走；散步；人行道;走路；竞走；走步
sand,沙；沙子；沙滩;用砂纸或打磨机打磨;沙色；沙地；砂粒
Spanish,西班牙的;西班牙语通用于西班牙墨西哥以及中南美洲多数国家;西班牙文；西班牙人；西甲
rule,规则；统治；控制；管理;统治；控制；支配；裁定;规定；法则；基于规则-
hit,打；打击；击中；命中;打；击中；命中；很受欢迎的人或事物;碰撞；命中率
print,打印；印刷；发表；刊登;版画；指纹；手印；印刷字体;列印；打印路由；打印文件
preserve,保留；保护；保存；维护;某人或群体活动工作等的专门领域；果酱；腌菜；泡菜;保持；维持；保藏
passage,通道；通过；走廊；通路;通过；航海；前进；马术使马用斜横步前进;段落；短文；一段
formal,适合正式场合的；正规的；庄重的；正式的;〈美〉须穿礼服的社交集会；〈口〉夜礼服;形式的；形式化；外形的
transition,过渡；转变；变迁；变革;转换；转移；跃迁
existence,存在；生活方式；实有;生存；存在性；实在
album,相册；影集；集邮簿；集物簿册;专辑；相簿；唱片
participation,参与；参加;分享；加入；参与性
arrange,安排；排列；整理；布置;筹备；准备；筹划
atmosphere,大气；气氛；气压；风格;大气层；空气；氛围
joint,关节；接点；一块烤肉；公共场所尤指价格低廉的饮食和娱乐场所;联合的；共同的;把切成带骨的大块肉;接头；节理；连接
reply,答复；回答；回应；作出反应;答复；回答;回复；回覆；应答
cycle,循环；自行车；摩托车；整套;骑自行车；骑自行车旅行;周期；套曲；周波
opposite,反面；对立面；对立的人或物;对面的；另一边的；相反的；迥然不同的;与相对；在对面；与合演；与联袂演出;在对面;在对面；相对的；对生
lock,锁；船闸；车锁；头发;加锁；卡住；用锁锁上；被锁住;锁定；上锁；锁止
whole,整个；整体；全部；所有;全部的；整体的；完全的；所有的;全新的；完全不同的;整个的；完整的
deserve,值得；应得；应受;应该得到；应得的
consistent,一致的；始终如一的；连续的；持续的;一致性；一贯的；前后一致的
resistance,电阻；抵抗；阻力；抗力;抵抗力；阻抗；反抗
discovery,发现；发觉；被发现的事物或真相人;探索频道；发现号；证据开示
tear,眼泪；泪水；泪珠;撕裂；撕碎；撕开；扯破;撕破
exposure,暴露；显露；揭露；面临;曝光；力宝声；揭发
pose,引起；假扮；造成威胁问题等；产生;装腔作势；故作姿态；为画像拍照等摆的姿势;摆姿势；提出；摆好姿势
stream,流；溪；小河；液流;流；流动；流出；飘扬;溪流；小溪；数据流
sale,销售；出售；大减价；销售量;整车销售；卖；特价
trust,信任；信托；相信；信赖;信任；相信；信赖；希望;托拉斯；甲苯胺红不加热血清试验；的信任
benefit,益处；优势；成效；福利费政府对失业者病人等提供的补助金;对某人有用；使受益；得益于；得利于;贝玲妃；利益；好处
pot,锅；盛食品的罐；某种用途的容器；一瓶;把栽入盆中；种盆栽；击球入袋；射杀;=信老式普通电话服务;壶；罐子；彩池
grand,壮丽的；堂皇的；重大的；用于大建筑物等的名称大;1000元；1000英镑;宏伟的；盛大；宏伟大
mine,矿；矿井；地雷；水雷;采矿；布雷；埋雷于；用雷炸毁车辆;我的；我的家;矿山；矿场
hello,你好；喂；您好；哈喽;哈罗；哈啰；大家好
coalition,联盟；联合；结合；两党或多党联合政府;合并；同盟；结合体同盟
tale,尤指充满惊险的故事；历险记；精彩但不一定完全真实的讲述;传说；坏话；谣言
knife,刀;用刀伤害或杀害;小刀；刀子；餐刀
resolve,决心；决定；解决问题或困难；经正式投票作出决定;决心；坚定的信念;解析；分解；决议
racial,种族的；种族间的；人种的;人种的种族的；由种族引起的；种族之间的
phase,阶段；时期；月相；月亮的盈亏;分阶段进行；逐步做;相位；状态；相数
present,目前；现在；礼物；礼品;存在；出席；在场；出现;出现；提出；显示；提交;呈现；赠送；现在的
joke,笑话；玩笑；笑柄；笑料;开玩笑；说笑话；闹着玩；说着玩;板；讲笑话
coat,外套；大衣；外衣；套装的上装;给涂上一层；用覆盖;上衣；涂层；表皮
Mexican,墨西哥的;墨西哥人;稻草人；墨西哥菜；墨西哥语
symptom,症状；征兆；征候;症候；病症；表征
contact,接触；联络；交往；接触器;联系;保持接触的；由接触引起的；航可看见地面景物的;航以目力观察飞行;开动;联系方式；联系我们；联系人
manufacturer,生产商；生产者；制造者;制造商；厂商；制造厂
philosophy,哲学；人生哲学；哲学体系；思想体系;自然哲理；理念；自然哲学
potato,土豆;马铃薯；薯仔；洋芋
interview,面试；访谈；面谈；会谈;面谈；访问；对某人进行面试或面谈；接受面试;采访；会见；接见
foundation,基础；地基；基金会；建立;粉底；基地；根据
quote,报价；引用；引述；举例说明;报价；引号；引文;引用第；援引；引证
online,联机的；在线的；生产中;在网上地；在线地;线上；联机网络；在线咨询
pass,通过；传递；及格；传球;通过；及格；通行证；合格;经过
negotiation,谈判；协商；磋商;议付；交涉；押汇
good,好;好处；好人；益处；善行;有好处；好的；优质的；符合标准的;良好；很好；佳
urge,敦促；催促；力劝；鞭策;冲动；强烈的欲望;鼓励；激励；强烈要求
occasion,时机；理由；原因；某次;使发生；造成；导致;场合；机会；时刻
dust,粉尘；尘埃；尘土；粉末;擦去的灰尘；擦灰；掸去；刷去;掸掉灰尘；粉剂
breathe,呼吸；透气；呼出；低声说;深呼吸；吸入；喘气
elect,选举；选择；推选;用于名词后当选而尚未就职的;上帝的选民;选出；推举；作出选择
investigator,调查者；侦查员;调查员；研究者；调查人
jacket,夹克衫；短上衣；书套；热水管的保温套;给穿短上衣；给盖上罩子套子等；给包上护封；〈口〉打;外套；茄克衫；护套
glad,高兴；乐意；愿意；愉快;高兴的；乐意的；欣喜
ordinary,法官；〈英〉商普通股；宗教法官；普通事;普通的；平常的；一般的；平凡的;通常的
reduction,还原；降低；减少；缩小;缩减；减量；减小
rarely,很少；罕有；不常;难得；很少地；罕见
shift,转移；改变；变换；转换;转移；改变；转向；推卸;移动；移位；转变
pack,包装；打包；收拾行李；装箱;群；敷料；纸盒；一起供应的全套东西;包装用的；搬运用的；由驮运牲畜组成的；填满了的;剥撕式面膜；包裹；背包
suicide,自杀；自杀性行为；自毁；自取灭亡的行为;自杀的；自杀性的;自杀;自杀者；自杀之谜；自杀论
numerous,许多；数量庞大的；数不清的;许多的；众多的；为数众多的
touch,触摸；接触；碰；触及;触摸；碰；触觉；触感;棒球英豪；触摸未来
substance,物质；实质；主旨；物品;实体；本质；内容
discipline,纪律；训练；自制力；风纪;训练；管教；惩罚；处罚;学科；规训；自律
elsewhere,在或去到别处;在别处；到别处；其他地方
iron,铁；熨斗；铁器；金属工具;坚强的；强硬坚定的;用熨斗熨;熨烫；铁质；铁杆
practical,实际的；真实的；客观存在的；切实可行的;实习课；实践课；实验考核;实用的；实践的；实用性
moreover,此外；而且;再者；加之；并且
passion,激情；酷爱；强烈情感；盛怒;〈诗〉感觉表现热情;热忱；爱好；热诚
volunteer,志愿者；志愿兵；义务工作者；自告奋勇者;自愿做；义务做；无偿做；主动建议或告诉;志愿的；志愿兵的；自动的；植自生的;义工；自愿者；志工
implement,实施；执行；贯彻；使生效;工具;实现；完成；履行
essentially,基本上；本质上；根本上;本来；实质上；基本地
gene,基因；遗传基因；遗传因子;吉恩；遗传因了；生物基因
enforcement,实施；执行；强制;执法；强制执行；厉行
vs,〈英=兽医;沙宣；复仇之魂；开发工具
sauce,酱；调味汁；讨厌的话或举动；无礼的话或举动;给加滋味；〈俚〉对说冒昧话;酱汁；酱油；酱料
independence,独立；独立性；自恃心；独立不羁的精神;自主；自立；独立自主
marketing,营销；促销；销售活动;的现在分词;市场营销；行销；市场学
priest,祭司；神父;使做僧人；任命为祭司神父;牧师；教士；神父同志
amazing,令人大为惊奇的；尤指令人惊喜或惊羡惊叹的;的现在分词;令人惊异的；惊人的；令人吃惊的
intense,很大的；十分强烈的；严肃紧张的；激烈的;剧烈的；热情的
advance,进展；进步；提高；预付款;提前；进步；促进；预付;先遣队；预先的；事先的；先头部队;前进；推进
employer,雇主；雇用者；老板;雇佣者；单位；工作单位
shock,休克；震惊；惊愕；令人震惊的事;使震惊；使惊愕；使气愤；使厌恶;蓬乱的；茂密的;冲击；震动；电击
inspire,激励；鼓舞；赋予灵感；引起联想;激发；启发；给以灵感
adjust,调整；调节；适应；习惯;校正；校准；使适应
retire,退隐；军退兵信号；〈罕〉退隐所;令退职；使退休；因伤退出比赛等;退役；就寝；撤退
sure,确信；确知；肯定；有把握;表示同意当然；的确；回答他人的感谢不用客气;当然可以；肯定的；确信的
visible,看得见的；可见的；明显的；能注意到的;现实世界；看得见的事物；直观教具;可见性；是否可见；可见光
kiss,吻;亲吻；接吻；轻拂；轻触;因为是女子；简单原则；亲亲
illness,病；某种病；患病期;疾病；生病；病痛
cap,尤指男用有帽舌的便帽；软帽；大学师生在特别场合戴的方帽;用覆盖顶部或端部；限额收取或支出；胜过；超过;=欧洲经济共同体共同农业政策;帽子；社区获得性肺炎；共同农业政策
habit,习惯；习性；惯常行为；吸毒喝酒抽烟的瘾;装扮；〈古〉住在;脾性；嗜好；个人习惯
competitive,竞争的；与一样好的；比更好的；有竞争力的;比赛的；竞争性的；有竞争性的
juice,果汁；电；肉汁；胃液;榨汁；榨出水果或蔬菜的汁液;汁液；果汁饮料；果蔬汁
congressional,立法机构的；代表大会的；美国国会的;会议的；议会；美国国会的
involvement,参与；投入；加入；插手;卷入；涉入；牵连
dominate,控制；支配；左右；影响;统治；占优势；主宰
previously,预先；在前;以前；先前；在以前
whenever,每当；每次；无论何时；在任何的时候;用于问句表示惊奇究竟什么时候;随时；无论什么时候；当你
transfer,转移；调任；调离；体转会球员;调任；调走；转学；转移;迁移；转让；转换
analyze,〈美〉同;分析；分解；分析菜单
another,别的；又一；类似的;又一；再一；另一事物或人；不同的人或事物;另一件东西；别的东西；那样的人东西;另一个；另外的；再一个的
attach,重视；把固定；认为有重要性或意义价值分量等；缠着;附加；附着；系
for,对；因为；为了；由于;因为；由于;给；命令及变量；循环
Indian,印度的；印度人的；印度文化的；西印度群岛文化的;印度人；非因纽特人或米提人的加拿大土著；加拿大印第安人;印度菜；印第安人的
disaster,灾害；灾难；灾祸；不幸;天灾；祸患；大祸
parking,停车；停车场；泊车；停车位;的现在分词;停车处；停放；停机
prospect,展望；前景；希望；前途;勘探；探矿;景色；预期
boss,老板；经理；首领；轮毂;指挥；负责；当的首领；仗势欺人;掌权的；〔俚语〕第一流的;波士；上司；老大
complaint,投诉；抱怨；控告；不满的原因;申诉；疾病；诉苦
championship,锦标赛；冠军地位;冠军赛；冠军称号；冠军头衔
coach,指导；辅导尤指为让学员通过考试；指示；特殊指导;长途汽车；长途客车；体育运动的教练；私人教师;寇兹；蔻驰；寇驰
exercise,运动；练习；行使；演习;锻炼；行使；训练；运用;习题；做操
fundamental,基础；基本原理；基本规律；根本法则;十分重大的；根本的；基础的；基本的;根本性；基音
severe,极为恶劣的；十分严重的；严厉的；苛刻的;剧烈的；严格的；重度
enhance,提高；增强；增进;增加；加强；益衡
mystery,神秘；奥秘；奥迹；神秘的事物;谜；浮城谜事；秘密
impose,推行；迫使；强制实行；把强加于;征税；利用；欺骗
poverty,贫困；贫穷；贫乏；短缺;缺少；缺乏；穷困
other,其他；另一个；另外；对面;另外一个；别的东西；其他的东西；其余的一个;另样地；不是那样;其它；另外的；他者
entry,记录；词条；登录；录入;进入；条目；入口
fat,脂肪；肥肉；烹调用的动植物油；人体摄入的动植物脂肪;肥的；肥胖的；厚的；宽大的;养肥；用油脂处理皮革；在加入脂肪；长肥;文件分配表
spending,支出;的现在分词;消费；花费；经费
king,国王；大王；君主；巨型;统治；做国王；立为王;金；王者；金恩
evaluate,评价；评估；估计;估价；计算；求的值
symbol,符号；象征；宗信条；元素符号列表;〈罕〉=;讯宝；象徵；标志
still,仍然；还；还是；依旧;然而;静止的；平静的；安静的；寂静的;安静;剧照；电影或录像的定格画面；制酒的蒸馏器;依然；仍旧
trade,贸易；交易；行业；商业;买卖；做生意；做买卖；营业;职业
maker,制造者；上帝；制定者；生产者;制造商；出票人；制作者
mood,情绪；心情；气氛；氛围;语气；心境；兴致
accomplish,完成;实现；达到；到达
emphasis,强调；重视；重要性；对某个词或短语的强调;重点；加重；加强
illustrate,解释；加插图于；给书等做图表；表明真实;说明；举例说明；阐明
boot,靴子；汽车后部的行李厢；猛踢;猛踢；装入操作系统；启动计算机;长统靴；引导；开机
monitor,监控；监视；监听；检查;班长；监测仪；屏幕；显示屏;监视器；显示器；监督
Asian,亚洲的;亚洲人;亚洲人的；亚裔；亚太
entertainment,娱乐；娱乐活动；招待；款待;休闲娱乐；娱乐表演；娱乐性
bean,豆；菜豆；豆荚；豆科植物;击中某人头部;豆子；蚕豆；豆类
evaluation,评价；数赋值;评估；估价；评监
creature,生物；动物；具有某种特征的人;创造物；家畜
commander,指挥官；负责人；英国或美国海军中校；英国伦敦高级警官;司令官；指挥员；司令员
digital,数字信息系统的；数码的；数字式的；数位的;数字电视;数字的；数字化
arrangement,安排；布置；整理；排列;编曲；配置；筹备
concentrate,浓缩物;聚精会神；集中注意力；使集中或集合聚集；使浓缩;专心；全神贯注；精矿
total,总的；总计的；全体的；全部的;总数达；共计；把加起来；计算的总和;总数；总额；合计；总计;道达尔；法国道达尔；道达尔公司
usual,通常的；寻常的；惯常的;惯常的事物；尤指常喝的饮料;平常的；普通的；常见的
anger,愤怒；怒气；生气；怒火;生气；发怒；激怒；使发怒;气愤；忿怒
psychological,心灵的；心理的；精神上的；心理学的;心理上的；精神的；心理学解释
heavily,沉重地；大量地；在很大程度上；以猛力;猛烈地；重重地；厉害地
peak,高峰；顶峰；山峰；尖端;达到高峰；达到最高值;最高度的；高峰时期的；巅峰状态的;匹克；峰值；山顶
approximately,大约；大概；约莫;近似地；大约地；近乎
increasing,增加的;的现在分词;递增；提高；越来越多的
disorder,紊乱；疾病；失调；混乱;扰乱；使身心等失调;无序；骚乱；无秩序
missile,导弹；发射物；投掷物;飞弹；投射物；米赛尔
equally,平等地；同样地；相等地；平均地;同等地；均等地；同样的
vary,不同；改变；略为变更;变化；使多样化；相异
wire,电线；导线；金属丝；金属线;用导线给建筑物设备等接通电源;线材；线框-；钢丝
round,旋转；巡视；一连串；绕圈;环绕；附近；各处；向四面;环绕；在周围；始终;绕过；拐过；使成圆形；把四舍五入;圆的；球形的；肥胖的；弧形的;回合；轮；圆形的
distribution,分布；分配；分发；分销;配送；发行；配销
transportation,旧时的流放;运输；交通；交通工具
holy,与神或宗教有关的；神圣的；圣洁的；强调惊讶害怕等;神圣的东西;神的；圣哉；虔诚的
ring,戒指；指环；环状物；圈形的东西;包围；环绕；给戴上金属环以便将来辨认；绕画圆;响；铃声；铃响
twin,孪生之一的；双胞胎之一的；成对的；成双的;使结成姊妹城市；使结成友好地区；使两人或两事物紧密结合；使耦合;孪生儿之一；双胞胎之一；一对相像的事物之一;孪生的；双人房；双晶
command,命令；指挥；指令；司令部;命令；指挥；控制；博得;命令模式；掌握；指定要运行的命令
commission,佣金；回扣；犯罪；通常为政府管控或调查某事的委员会;正式委托谱写制作创作或完成；任命为军官;委任；手续费；委任状
interpretation,解释；理解；说明；演绎;口译；诠释；阐明
breakfast,早餐；早饭;吃早饭；用早餐;吃早餐；早餐效果；早点
stop,停止；阻止；车站；停留;停止；阻止；停下；防止;停止播放；停车；停车站
strongly,强烈地；坚决地；大力地；气味浓烈地;强壮地；坚强地；强有力地
engineering,工程；工程学;的现在分词;工程学院；工程部；工学
luck,运气；幸运；好运；侥幸;侥幸成功;好运气；幸运术；好运赛马
so-called,表示不认同所谓的；引出约定俗成的称谓人称的;号称的；号称；包含不承认的意思
constant,常数；常量;连续发生的；不断的；重复的；不变的;经常的；恒定的；永恒的
race,种族；赛跑；竞争；民族;和比赛；参加比赛；使比赛；让参加速度比赛;人种的;黄婉伶；竞赛
clinic,诊所；临床实习；医院的门诊部；门诊时间;医务室；门诊所；会诊
veteran,老兵；老手；退伍军人；经验丰富的人;尤指军事方面老练的；资格老的；由老兵组织成的;资深球员；老鸟；富有经验的人
smell,闻；气味；嗅觉；臭味;闻；闻到；有或发出气味；能闻到气味;闻起来；味道
tablespoon,餐匙；一餐匙;汤匙；大匙；大勺
capable,有能力；有才能；能力强的；足以胜任的;有能力的；有才能的；能干的
nervous,焦虑的；担忧的；惶恐的；神经质的;紧张的；神经的；紧张不安的
tourist,游客；旅游者；观光者；在国外参加巡回比赛的运动队队员;旅行者；观光客；旅客
light,充满亮光的；明亮的；有自然光的；浅色的;光；光线；光亮；具有某种颜色和特性的光;点燃；点火；开始燃烧；燃起来;轻地；轻装地;灯；灯光；轻的
toss,掷；甩头以表示恼怒或不耐烦；挥动；摇匀;掷硬币决定；猛仰头尤指表示恼怒或不耐烦;扔；投；抛
crucial,至关重要的；关键性的;决定性的；美光；关键的
bury,埋葬；埋藏；安葬；丧失某人;布里;掩埋；隐藏
pray,祈祷；祷告；恳求；乞求;请；〈旧〉请问;祈求；请求
tomato,食植蕃茄;西红柿；番茄；番茄色
exception,例外；一般情况以外的人或事物；规则的例外；例外的事物;异常；除外；例外状况
butter,黄油；奶油;涂黄油于;牛油；白脱；白脱油
deficit,赤字；逆差；亏损；不足额;亏空；财政赤字；短缺
bathroom,浴室；卫生间；洗手间；厕所;盥洗室；洗澡间；卫浴设备
objective,目标；目的；望远镜或显微镜的物镜;客观的；就事论事的；不带个人感情的；客观存在的;教学目标；任务目标
block,块；块体；区；障碍;阻塞；阻碍；堵塞；挡;区块；街区；数据块
electronic,电子的；电子器件的；电子设备的;电子化；电子音乐；电子乐
ally,联盟；同盟国；朋友；同类的动植物;联合；使结盟；使联姻;同盟者；伙伴；盟友
journey,旅行；旅程；〈文学〉历程；过程;〈正式〉到旅行；到旅游;旅途；路程；行程
reputation,名声；名誉;声誉；声望；信誉
mixture,混合；结合体；混合物；集合体;合剂；混合剂；混合体
surely,无疑；必定；对自己的话很有把握并希望他人同意想必；用于否定句;一定；确实；当然
tower,塔；建筑物的塔形部分；尤指教堂或城堡的塔楼;高耸；胜过；鹰等翱翔；负伤的鸟笔直飞上去;高塔；塔架；塔台
smoke,烟；吸烟；抽烟;抽烟；冒烟；吸烟；抽烟;烟雾；烟尘；烟雾弹
confront,面对；对抗；处理；使无法回避;面临；使面临；遭遇
pure,纯的；纯净的；纯粹的；干净的;纯洁；纯洁的
glance,浏览；扫视；瞥一眼；匆匆一看;一瞥；扫视；匆匆一看;看一眼；看一下；闪烁
dimension,尺寸；规模；度数；物因次;使形成所需的尺寸；在上标出尺寸;石料木材切成特定尺寸的;外形尺寸；维度；外型尺寸
toy,玩具；玩物；玩意儿;玩弄；戏弄；玩耍;玩具的；作玩具的；个头很小的；小体型品种的;玩具型；玩赏犬；玩具类
prisoner,囚犯；犯人；俘虏；战俘;囚徒；阶下囚；囚犯的
fellow,家伙；同事；男人；同辈;同类的；同事的；同伴的；同情况的;伙伴；会员；院士
smooth,平整的；平坦的；平滑的；光滑的;抚平；〈美〉平地；草原；一角银币;使平整；使平坦；使平滑；使光滑;同;流畅；平顺；平静的
nearby,附近的；邻近的;在附近；不远;就近；左近；不远的
peer,同辈；同龄人；身份或地位相同的人；英国贵族成员;仔细看；端详;凝视；对等；同等的人
designer,设计者；构思者;由著名设计师设计的；标有设计师姓名的；名牌的;设计器；设计家；服装设计师
personnel,职员；人事部门;人员；全体人员；人员员工
shape,形状；外形；状况；样子;塑造；使成为形状或样子；决定的形成；影响的发展;=；北大西洋公约组织的欧洲盟军最高司令部;形态；造型；图形
educator,教育家；教育者；教育工作者；教育学家;教育人员；教师；教育行政官员
relative,亲属；亲戚；同类事物;相比较而言的；比较的；相对的；相关联的;相对定位；相关的；亲人
immigration,移居；外来移民；移民总称;入境检查；外来的移民；移民局
belt,皮带；腰带；传动带；传送带;猛击；狠打；飞奔；飞驰;带子；地带；裤带
teaspoon,茶匙；一茶匙的量;茶勺；小勺；茶勺白糖
birthday,生日;出生日期；诞辰；生辰
implication,含意；可能的影响或作用结果；暗指；被牵连;暗示；含义；蕴涵
perfectly,非常；十分；完美地；完全地;很；完美的；完美地教养
coast,海岸；海滨;惯性滑行；不用多少动力快速平稳地移动；不费力地取得成功;海岸线；滑坡；沿岸
supporter,支持者；拥护者；运动队的支持者;支持单位；支架；护裆
accompany,陪伴；陪同；伴随；与同时发生;伴奏；为伴奏
silver,银；银色；银器；银白色;给镀或包银；给镀或包似银的物质；使具有银色光泽;银色的；银白色的；银灰色的;白银；银子
teenager,青少年;十几岁的青少年；小将；十几岁的少年
recognition,识别；认识；承认；认可;认出；赏识
retirement,退休；退休生活；退职；退休年龄;退役；退休金；退隐
flag,旗；标志旗；菖蒲；旗帜指某国家或组织及其信仰和价值观;标示重要处；疲乏；变弱；热情衰减;标记；旗标；旗子
recovery,恢复；复苏；回升；痊愈;复原；回收；康复
whisper,耳语；低语；私语；小声说;耳语声；低语声；私语声；轻柔的声音;护舒宝；私下说；低声说
watch,看；观看；观察；小心;手表；监视；注意；观察;注视；看守
gentleman,绅士；〈正式〉先生；正人君子；有教养的人;阁下；男士；君子绅士
corn,食植玉米；脚上的鸡眼;谷物；玉米粒；玉蜀黍
moon,月亮；月球；卫星;闲逛；发呆；〈俚〉光屁股示人;月光；明月；月状物
inner,内部；射中接近靶心部分的一发;里面的；向内的；内部的；接近中心的;内心的；内在的
junior,青少年；职位较低者；低层次工作人员；青少年运动员;地位或职位级别低下的；青少年的;年少的；威龙二世；大三
rather,而是；稍微；常用于表示轻微的批评失望或惊讶相当；更准确地说;表示同意某人的提议;宁可；宁愿；颇
throat,嗓子；脖子;用沙哑的声音说；用喉音说;喉咙；咽喉；喉头
salary,薪金;付薪水;工资；薪资；薪酬
swing,摆动；挥动；转动；强劲节奏;摇摆；纵身跃向；荡向；悬吊到;摇摆乐的；悬挂的；门等可绕轴心旋转的；在选举中举足轻重的;秋千；荡秋千；摇摆舞
observer,观察员；观察者；观察家；观测者;观察者模式；观察家报；观察器
due,由于；因为；到期；应有;应有的权利；应得到的东西；应缴款如俱乐部会费;正向；正对着;到期的；预期的；应付的
straight,直的；直筒型非紧身的；准的；正中目标的;笔直地；平正地；成直线；直接;异性恋者；直道部分;笔直的；直人；顺子
publication,出版物；发表；公布；发行;发布；刊物
pretty,漂亮的；动听的；指不够真诚的褒奖；宜人的;相当；很;心肝；衣饰;可爱的；美丽的；俊俏的
crop,庄稼；作物；产量；一批人;剪短；裁切照片或图画；啃吃青草或其他植物上面的部分；有收成;农作物；裁剪；嗉囊
